FID,file_name,impd_code,site_name,site_code,Contributo,Longitude,Latitude,Reference
72,twc3.fs.fhx,,Twin Cabins plot 3,TWC3,Margolis_EQ,-106.6386543,35.98901547,"Margolis&Malevich2016, FEM"
6,ACNfs.fhx,,Apache Canyon North,ACN,Margolis_EQ,-105.8396396,35.63082201,Margolis in prep
,,,North Powderhorn,NPH,Margolis_EQ,-107.1645247,38.26647,preliminary collection; partially dated
260, , , ,Trail,Metlen et. al.,-122.8509979,42.703701,This Manuscript
261, , , ,Evans,Metlen et. al.,-122.973999,42.6479988,This Manuscript
262, , , ,Taylor,Metlen et. al.,-123.6029968,42.5579987,This Manuscript
263, , , ,Big Butte,Metlen et. al.,-122.6849976,42.5573997,This Manuscript
264, , , ,Briggs,Metlen et. al.,-123.6760025,42.4348984,This Manuscript
265, , , ,Coggins,Metlen et. al.,-122.697998,42.1590004,This Manuscript
266, , , ,Horn Gap,Metlen et. al.,-122.7419968,42.146801,This Manuscript
267, , , ,Star,Metlen et. al.,-123.112999,42.1451988,This Manuscript
268, , , ,Grayback Creek,Metlen et. al.,-123.4550018,42.1408997,This Manuscript
269, , , ,Winburn,Metlen et. al.,-122.7109985,42.1283989,This Manuscript
270, , , ,Emigrant,Metlen et. al.,-122.5419998,42.0895996,This Manuscript
271, , , ,Elder,Metlen et. al.,-123.572998,42.0583992,This Manuscript
272, , , ,Elliott,Metlen et. al.,-123.026001,42.0127983,This Manuscript
273, , , ,TS98_North,Metlen et. al.,-123.3769989,41.9337006,Taylor Skinner 1998
274, , , ,TS98_East,Metlen et. al.,-123.3669968,41.9314003,Taylor Skinner 1998
275, , , ,TS98_South,Metlen et. al.,-123.3690033,41.9248009,Taylor Skinner 1998
276, , , ,TS98_West,Metlen et. al.,-123.387001,41.9207993,Taylor Skinner 1998
277, , , ,LGO,Metlen et. al.,-120.8529968,40.7886009,Norman Taylor 2005
278, , , ,HAR,Metlen et. al.,-121.0780029,40.6856995,Norman Taylor 2005
279, , , ,Plot A,Metlen et. al.,-122.7040024,40.6111984,Fry Stephens 2005
280, , , ,Plot B,Metlen et. al.,-122.6999969,40.6106987,Fry Stephens 2005
281, , , ,Plot C,Metlen et. al.,-122.7080002,40.6147003,Fry Stephens 2005
282, , , ,Plot E,Metlen et. al.,-122.7050018,40.6139984,Fry Stephens 2005
283, , , ,Plot F,Metlen et. al.,-122.7040024,40.6174011,Fry Stephens 2005
284, , , ,Plot G,Metlen et. al.,-122.7030029,40.6164017,Fry Stephens 2005
285, , , ,TS03_North,Metlen et. al.,-123.3089981,40.5856018,Taylor Skinner 2003
286, , , ,TS03_South,Metlen et. al.,-123.2799988,40.5840988,Taylor Skinner 2003
287, , , ,TS03_East,Metlen et. al.,-123.2910004,40.5651016,Taylor Skinner 2003
288, , , ,TS03_West,Metlen et. al.,-123.2959976,40.5642014,Taylor Skinner 2003
289, , , ,56-04,Metlen et. al.,-120.5979996,40.2102013,Moody et al???ß2006
290, , , ,56-08,Metlen et. al.,-120.5830002,40.2201004,Moody et al???ß2006
291, , , ,56-10,Metlen et. al.,-120.5739975,40.2112007,Moody et al???ß2006
292, , , ,56-12,Metlen et. al.,-120.6159973,40.1707001,Moody et al???ß2006
293, , , ,51-01,Metlen et. al.,-120.197998,39.9449005,Moody et al???ß2006
294, , , ,56-02,Metlen et. al.,-120.8659973,39.9082985,Moody et al???ß2006
295, , , ,51-25,Metlen et. al.,-120.512001,39.8147011,Moody et al???ß2006
296, , , ,51-27,Metlen et. al.,-120.435997,39.780899,Moody et al???ß2006
297, , , ,51-29,Metlen et. al.,-120.4850006,39.7801018,Moody et al???ß2006
298, , , ,GCW-6,Metlen et. al.,-120.1350021,39.0488014,Beaty Taylor 2007
299, , , ,GCW-1,Metlen et. al.,-120.1620026,39.0327988,Beaty Taylor 2007
300, , , ,GCW-2,Metlen et. al.,-120.1650009,39.0388985,Beaty Taylor 2007
301, , , ,GCW-3,Metlen et. al.,-120.1470032,39.0360985,Beaty Taylor 2007
302, , , ,GCW-4,Metlen et. al.,-120.1480026,39.039299,Beaty Taylor 2007
303, , , ,GCW-5,Metlen et. al.,-120.163002,39.0362015,Beaty Taylor 2007
304, , , ,GCW-7,Metlen et. al.,-120.1569977,39.0424004,Beaty Taylor 2007
305, , , ,GCW-8,Metlen et. al.,-120.1740036,39.0298004,Beaty Taylor 2007
306, , , ,GCW-9,Metlen et. al.,-120.1689987,39.0318985,Beaty Taylor 2007
307, , , ,GCW-10,Metlen et. al.,-120.1610031,39.027401,Beaty Taylor 2007
308, , , ,GCW-11,Metlen et. al.,-120.1569977,39.0307007,Beaty Taylor 2007
309, , , ,GCW-12,Metlen et. al.,-120.1589966,39.0261002,Beaty Taylor 2007
310, , , ,UP,Metlen et. al.,-120.6589966,38.9384995,Stephens Collins 2004
311, , , ,LP,Metlen et. al.,-120.6650009,38.9384995,Stephens Collins 2004
312, , , ,210,Metlen et. al.,-120.6740036,38.9040985,Stephens Collins 2004
313, , , ,450,Metlen et. al.,-120.6449966,38.8946991,Stephens Collins 2004
314, , , ,390,Metlen et. al.,-120.6569977,38.8945999,Stephens Collins 2004
126, , ,Bayview,HEBV,Meunier_JM,-84.76015,46.45201,Meunier & Sutheimer unpublished
127, , ,Betchler_Lake,HEBL,Meunier_JM,-84.9341,46.292,Sutheimer & Meunier unpublished
128, , ,Big_Pine_Overlook,BPO,Meunier_JM,-86.85642,46.06112,Meunier & Sutheimer unpublished
129, , ,Biscuit_Creek,HEBI,Meunier_JM,-84.85899,46.20635,Sutheimer & Meunier unpublished
130, , ,Black_Creek,HEBC,Meunier_JM,-84.89648,46.25745,Sutheimer & Meunier unpublished
131, , ,Blind_Sucker_Flowage,LSBS,Meunier_JM,-85.76443,46.65931,Meunier & Sutheimer unpublished
132, , ,Bruce_Mound,BM,Meunier_JM,-90.79507,44.44518,"Meunier et al. 2019a,b"
133, , ,Buckatabon_SNA,BN,Meunier_JM,-89.34983,46.04704,Meunier unpub.
134, , ,Camp_Bird,CB,Meunier_JM,-88.26167,45.26487,"Meunier et al. 2019a,b"
135, , ,Cathederal_Point,CAP,Meunier_JM,-89.67154,46.04593,"Meunier et al. 2019a,b"
136, , ,Corner_Lake,HCL,Meunier_JM,-86.58644,46.15431,Meunier & Sutheimer unpublished
137, , ,Crooked_Lake,CL,Meunier_JM,-86.38579,46.21518,Meunier & Sutheimer unpublished
138, , ,Eagle_Lake,EL,Meunier_JM,-86.43781,46.11877,Meunier & Sutheimer unpublished
139, , ,Fern_and_Onion_Lake,FO,Meunier_JM,-86.56675,46.0383,Meunier & Sutheimer unpublished
140, , ,Finnerud_Pines,FP,Meunier_JM,-89.74496,45.85815,Meunier et al. 2019b
141, , ,Fort_McCoy1,FM1,Meunier_JM,-90.65913,44.1541,Meunier unpub.
142, , ,Fort_McCoy2,FM2,Meunier_JM,-90.73767,44.05248,Meunier unpub.
143, , ,Frog_Lake,FL,Meunier_JM,-90.01308,46.12032,"Meunier et al. 2019a,b"
144, , ,Haymeadow_Flowage,HAFL,Meunier_JM,-89.02701,45.87202,Sutheimer & Meunier unpublished
145, , ,Highway_13_Plantation,HP,Meunier_JM,-86.61826,46.29203,Meunier & Sutheimer unpublished
146, , ,Inch_Lake,IL,Meunier_JM,-91.34445,46.50152,"Meunier et al. 2019a,b"
147, , ,Lampson_Pines_SNA,LP,Meunier_JM,-91.86555,45.96866,Meunier unpub.
148, , ,Levis_Mound,LM,Meunier_JM,-90.72875,44.47273,Meunier et al. 2019b
149, , ,Murphy_Creek,MC,Meunier_JM,-86.42403,46.1045,Meunier & Sutheimer unpublished
150, , ,Native_Camp,MC,Meunier_JM,-86.96256,45.82501,Meunier & Sutheimer unpublished
151, , ,Naugle_Creek,HENA,Meunier_JM,-85.03024,46.2225,Sutheimer & Meunier unpublished
152, , ,Off_Road_Valley,ORV,Meunier_JM,-86.47069,46.1273,Meunier & Sutheimer unpublished
153, , ,Peck_Lake,PL,Meunier_JM,-86.64936,46.28199,Meunier & Sutheimer unpublished
154, , ,Pine_Bluff,PB,Meunier_JM,-89.60869,43.48463,Meunier et al. 2019b
155, , ,Quincy_Bluff_(CP),QBCP,Meunier_JM,-89.83917,43.87537,Meunier unpub.
156, , ,Quincy_Bluff_(RR),QBRR,Meunier_JM,-89.87706,43.86591,Meunier unpub.
157, , ,Ramsey_Lake,RALA,Meunier_JM,-86.77265,45.98991,Sutheimer & Meunier unpublished
158, , ,Ridegway_Pines3,RP3,Meunier_JM,-90.00726,43.00481,Meunier unpub.
159, , ,Ridegway_Pines1,RP1,Meunier_JM,-89.999,43.0111,Meunier unpub.
160, , ,Ridegway_Pines2,RP2,Meunier_JM,-90.00687,43.00956,Meunier unpub.
161, , ,Ridegway_Pines4,RP4,Meunier_JM,-90.02732,42.99677,Meunier unpub.
162, , ,Sand_Lake2,SL2,Meunier_JM,-92.1851,45.90797,Meunier unpub.
163, , ,Sand_Lake1,SL1,Meunier_JM,-92.17233,45.88438,Meunier unpub.
164, , ,Snow_Bottom,SB,Meunier_JM,-90.47185,43.04458,Meunier unpub.
165, , ,Squirrel_River2,SQ2,Meunier_JM,-89.8706,45.85212,Meunier unpub.
166, , ,Squirrel_River1,SQ1,Meunier_JM,-89.88449,45.84103,Meunier unpub.
167, , ,Steuben_Lake,STU,Meunier_JM,-86.43557,46.19485,Meunier & Sutheimer unpublished
168, , ,Stony_Bluff,STB,Meunier_JM,-90.74433,44.14578,Meunier unpub.
169, , ,Swan_Lake,SL,Meunier_JM,-86.58462,46.15998,Meunier & Sutheimer unpublished
170, , ,Tar_Dam_Road,TDR,Meunier_JM,-88.3737,45.25488,Meunier unpub.
171, , ,Thunder_Lake,TL,Meunier_JM,-88.23806,45.25917,Meunier unpub.
172, , ,Totagatic_River,TR,Meunier_JM,-91.98508,46.06268,"Meunier et al. 2019a,b"
173, , ,Trout_Creek,TC,Meunier_JM,-89.95202,43.05202,Meunier unpub.
174, , ,West_Butler_Rock,WBR,Meunier_JM,-88.3122,45.19333,Meunier unpub.
175, , ,West_Moquah1,WM1,Meunier_JM,-91.29755,46.60136,Meunier unpub.
176, , ,West_Moquah2,WM2,Meunier_JM,-91.29227,46.58105,Meunier unpub.
177, , ,White_Sand_Lake,WLUT,Meunier_JM,-89.59871,46.10839,Meunier & Sutheimer unpublished
178, , ,Wildcat_Ridge1,WC1,Meunier_JM,-90.60275,44.26041,Meunier et al. 2019a
179, , ,Wildcat_Ridge2,WC2,Meunier_JM,-90.59215,44.2432,"Meunier et al. 2019a,b"
180, , ,Wisconsin_Dells1,WD1,Meunier_JM,-89.78849,43.64418,Meunier unpub.
181, , ,Wisconsin_Dells2,WD2,Meunier_JM,-89.80055,43.67528,Meunier unpub.
182, , ,Wisconsin_Dells_Rocky_Arbor,RA,Meunier_JM,-89.80303,43.64394,Meunier unpub.
183, , ,Wolf_Lane,WL,Meunier_JM,-88.30743,45.43171,"Meunier et al. 2019a,b"
315, , ,State Game Land 37,37,MTRL,-77.174,41.862,"Stambaugh, M. C., J.M. Marschall, E.R. Abadir, B.C. Jones, P.H. Brose, D.C. Dey, and R.P. Guyette. 2018. Wave of fire: an anthropogenic signal in historical fire regimes across central Pennsylvania, USA. Ecosphere 9(5):e02222.10.1002/ecs2.2222."
316, , ,State Game Land 44,44,MTRL,-78.7667,41.363,Unpublished
317, , ,State Game Land 53,53,MTRL,-78.0669,39.9192,"Stambaugh, M. C., J.M. Marschall, E.R. Abadir, B.C. Jones, P.H. Brose, D.C. Dey, and R.P. Guyette. 2018. Wave of fire: an anthropogenic signal in historical fire regimes across central Pennsylvania, USA. Ecosphere 9(5):e02222.10.1002/ecs2.2222."
318, , ,State Game Land 81,81,MTRL,-77.944,40.0978,"Stambaugh, M. C., J.M. Marschall, E.R. Abadir, B.C. Jones, P.H. Brose, D.C. Dey, and R.P. Guyette. 2018. Wave of fire: an anthropogenic signal in historical fire regimes across central Pennsylvania, USA. Ecosphere 9(5):e02222.10.1002/ecs2.2222."
319, , ,State Game Land 84,84,MTRL,-76.8283,40.7428,"Stambaugh, M. C., J.M. Marschall, E.R. Abadir, B.C. Jones, P.H. Brose, D.C. Dey, and R.P. Guyette. 2018. Wave of fire: an anthropogenic signal in historical fire regimes across central Pennsylvania, USA. Ecosphere 9(5):e02222.10.1002/ecs2.2222."
320, , ,State Game Land 88,88,MTRL,-77.4241,40.4553,"Marschall, J.M., M.C. Stambaugh, B.C. Jones, R.P. Guyette, P.H. Brose, and D.C. Dey. 2016. Fire regimes of remnant pitch pine communities in the Ridge and Valley region of central Pennsylvania, USA. Forests 7(10): 224; doi:10.3390/f7100224."
321, , ,State Game Land 100,100,MTRL,-78.0129,41.1269,"Stambaugh, M. C., J.M. Marschall, E.R. Abadir, B.C. Jones, P.H. Brose, D.C. Dey, and R.P. Guyette. 2018. Wave of fire: an anthropogenic signal in historical fire regimes across central Pennsylvania, USA. Ecosphere 9(5):e02222.10.1002/ecs2.2222."
322, , ,State Game Land 107,107,MTRL,-77.3309,40.6727,"Marschall, J.M., M.C. Stambaugh, B.C. Jones, R.P. Guyette, P.H. Brose, and D.C. Dey. 2016. Fire regimes of remnant pitch pine communities in the Ridge and Valley region of central Pennsylvania, USA. Forests 7(10): 224; doi:10.3390/f7100224."
323, , ,State Game Land 170,170,MTRL,-77.0725,40.3623,"Stambaugh, M. C., J.M. Marschall, E.R. Abadir, B.C. Jones, P.H. Brose, D.C. Dey, and R.P. Guyette. 2018. Wave of fire: an anthropogenic signal in historical fire regimes across central Pennsylvania, USA. Ecosphere 9(5):e02222.10.1002/ecs2.2222."
324, , ,Joe's NADEF Site,395,MTRL,-118.9335,37.6732,Unpublished
325, , ,Airport Road,AIR,MTRL,-88.3255,45.1828,"Guyette, R.P., M.C. Stambaugh, D.C. Dey, J.M. Marschall, J. Saunders, and J. Lampereur. 2016. 350 years of fire-climate-human interactions in a Great Lakes sandy outwash plain. Forests 189: doi:10.3390/f7090189."
326, , ,Angel Hollow,ANG,MTRL,-84.2661,37.1559,Unpublished
327, , ,Ava Glade,AVA,MTRL,-92.687,36.7908,"Dey, D.C., Guyette, R.P. and M.C. Stambaugh. 2004. Fire history of a forest, savanna, and fen mosaic at White Ranch State Forest. Pages 132-137 in Proceedings of the Upland Oak Ecology Symposium, (M. Spetich, ed.) Gen. Tech. Rep. SRS-73. Asheville, NC: U"
328, , ,"Baptist Access, NPS",BAP,MTRL,-91.6694,37.454,"Guyette, R.P. 1995. A tree-ring history of wildland fire in the Current River Watershed."
329, , ,"Bay Hollow, NPS",BAY,MTRL,-91.5926,37.4222,"Guyette, R.P. 1995. A tree-ring history of wildland fire in the Current River Watershed."
330, , ,Bald Hill Area 1,BH1,MTRL,-77.0862,41.8666,"Marschall, J.M., M.C. Stambaugh, B.C. Jones, E.R. Abadir. In press. Spatial variability of historical fires across a red pine - oak landscape, Pennsylvania, USA. Ecosphere."
331, , ,Bald Hill Area 2,BH2,MTRL,-77.1079,41.8676,"Marschall, J.M., M.C. Stambaugh, B.C. Jones, E.R. Abadir. In press. Spatial variability of historical fires across a red pine - oak landscape, Pennsylvania, USA. Ecosphere."
332, , ,"Big Creek, Mark Twain National Forest",BIG,MTRL,-91.2901,37.343,"Guyette, R.P. 1995. A tree-ring history of wildland fire in the Current River Watershed."
333, , ,Breakfast Roll,BKF,MTRL,-87.8271,46.8499,"Muzika, R.-M., R.P. Guyette, M.C. Stambaugh, and J.M. Marschall. 2015. Fire, drought, and humans in a heterogeneous Lake Superior landscape. Journal of Sustainable Forestry 34: 49-70.?ß"
334, , ,Bloom Creek State Forest,BLM,MTRL,-91.1546,37.221,"Guyette, R.P. 1995. A tree-ring history of wildland fire in the Current River Watershed."
335, , ,Bracebridge,BRB,MTRL,-77.7964,45.8083,"Guyette, Richard P., Dey, Daniel C., and McDonell, Chris. 1995. Determining fire history from old white pine stumps in an oak-pine forest in Bracebridge, Ontario. Ontario Ministry of Natural Resources, Ontario Forest Research Institute, Sault Ste. Marie,"
336, , ,Barn Hollow Natural Area,BRN,MTRL,-91.7001,37.0572,"Guyette, R.P. 1995. A tree-ring history of wildland fire in the Current River Watershed."
337, , ,Burnt Mountain,BRT,MTRL,-87.9299,46.8317,"Muzika, R.-M., R.P. Guyette, M.C. Stambaugh, and J.M. Marschall. 2015. Fire, drought, and humans in a heterogeneous Lake Superior landscape. Journal of Sustainable Forestry 34: 49-70.?ß"
338, , ,Brymer Mountain,BRY,MTRL,-85.5819,33.7071,"Stambaugh, M.C., J.M. Varner, and S.T. Jackson. 2017. Biogeography: an interweave of climate, fire, and humans. Pages 17-38 In: Ecological Restoration and Management of Longleaf Pine Forests, ed. K. Kirkman and S. Jack. CRC Press."
339, , ,"Basin Lake, Algonquin Park",BSL,MTRL,-77.7964,45.8083,"Guyette, R.P. and D.C. Dey. 1995. A presettlement fire history in an oak-pine forest near Basin Lake, Algonquin Park, Ontario. Ontario Ministry of Natural Resources, Ontario Forest Research Institute, Sault Ste. Marie, Forest Research Report No. 132, 7 p"
341, , ,"MOFEP Site 1, Blue Spring, Carr Creek State Forest",BSS,MTRL,-91.153,37.1681,Guyette et al. 2002 Ecosystems
342, , ,Bastrop State Park,BST,MTRL,-97.2418,30.0899,"Stambaugh, M.C., G. Creacy, J. Sparks, M. Rooney. 2017. Three centuries of fire and forest vegetation transitions preceding Texas' most destructive wildfire: Lost Pines or lost oaks?. Forest Ecology and Management 396:91-101."
343, , ,Baxter Mountain,BXT,MTRL,-73.7659,44.2162,"Abadir, E.R., J.M. Marschall, D.C. Dey, and M.C. Stambaugh. 2019. Historical fire regimes in red pine forests of the Adirondack Mountains, New York, USA. Natural Areas Journal 39: 226-236"
344, , ,Boyds Creek,BYD,MTRL,-91.5015,37.3101,"Guyette, R.P. 1995. A tree-ring history of wildland fire in the Current River Watershed."
345, , ,Capulin Volcano NM,CAP,MTRL,-103.9756,36.7816,"Guyette, R.P., M.C. Stambaugh, R. Muzika and E.R. McMurry. 2006. Fire history at the southwestern Great Plains margin, Capulin Volcano National Monument. Great Plains Research 16: 161-172.?ß"
346, , ,Cass Lake,CAS,MTRL,-94.0837,47.5577,Unpublished
347, , ,"Cache Creek, Wichita Mountains",CCH,MTRL,-98.6724,34.6927,"Stambaugh, M.C., J.M. Marschall, and R.P. Guyette. 2014. Linking fire history to successional changes of xeric oak woodlands. Forest Ecology and Management 320: 83-96"
348, , ,Carter Canyon Ranch,CCR,MTRL,-103.8199,41.7545,Unpublished
349, , ,"Cedar Hollow, Nickel Preserve",CDH,MTRL,-94.9021,36.0064,"Stambaugh, M.C., R.P. Guyette, and J.M. Marschall. 2013. Fire history in the Cherokee Nation of Oklahoma. Human Ecology 41: 749-758."
350, , ,Choccolocco Mountain,CHO,MTRL,-85.5914,33.8091,"Stambaugh, M.C., J.M. Varner, and S.T. Jackson. 2017. Biogeography: an interweave of climate, fire, and humans. Pages 17-38 In: Ecological Restoration and Management of Longleaf Pine Forests, ed. K. Kirkman and S. Jack. CRC Press."
351, , ,Caney Mountain Wildlife Refuge,CMW,MTRL,-92.4302,36.6872,"Guyette, R.P. and B.E. Cutter. 1991. Tree-ring analysis of fire history of a post oak savanna in the Missouri Ozarks. Natural Areas Journal 11: 93-99."
352, , ,"Costello Creek, near Papineau Lake, Algonquin Park",COS,MTRL,-78.3334,45.6225,"Guyette, R.P. and D.C. Dey. 1995. A dendrochronological fire history of Opeongo Lookout in Algonquin Park, Ontario. Ontario Ministry of Natural Resources, Ontario Forest Research Institute, Sault Ste. Marie, Ontario, Forest Research Report No. 134, 4 p."
353, , ,Cranberry Bog,CRN,MTRL,-87.8053,46.8537,"Muzika, R.-M., R.P. Guyette, M.C. Stambaugh, and J.M. Marschall. 2015. Fire, drought, and humans in a heterogeneous Lake Superior landscape. Journal of Sustainable Forestry 34: 49-70.?ß"
354, , ,Cumberland Island,CUI,MTRL,-81.419,30.9532,Unpublished
355, , ,Huron Manistee Guyette site,DDG,MTRL,-85.5847,44.1539,Unpublished
356, , ,Devils Tower National Monument,DET,MTRL,-104.7145,44.5933,"Stambaugh, M.C., R.P. Guyette, E.R. McMurry, J.M. Marschall and G. Willson. 2008. Six centuries of fire history at Devils Tower National Monument with comments on region-wide temperature influence. Great Plains Research 18: 177-187."
357, , ,Denning Hollow Glade,DHG,MTRL,-91.1958,37.1103,"Guyette, R.P. 1995. A tree-ring history of wildland fire in the Current River Watershed."
358, , ,"Dog Hollow, Nickel Preserve",DOG,MTRL,-94.8431,36.0419,"Stambaugh, M.C., R.P. Guyette, and J.M. Marschall. 2013. Fire history in the Cherokee Nation of Oklahoma. Human Ecology 41: 749-758."
359, , ,Deep Fork National Wildlife Refuge,DPF,MTRL,-95.9746,35.5593,"Rooney, M. and M.C. Stambaugh. 2019. Multi-scale synthesis of historical fire regimes along the southcentral U.S. prairie-forest border. Fire Ecology 15: 27"
361, , ,Fraver old-growth site,FAV,MTRL,-94.1091,47.5336,Unpublished
362, , ,"Gladden Creek, Cedar Grove State Forest",GLD,MTRL,-91.5504,37.4069,"Guyette, R.P. 1995. A tree-ring history of wildland fire in the Current River Watershed."
363, , ,Grindle Lake,GRL,MTRL,-88.3653,45.231,"Guyette, R.P., M.C. Stambaugh, D.C. Dey, J.M. Marschall, J. Saunders, and J. Lampereur. 2016. 350 years of fire-climate-human interactions in a Great Lakes sandy outwash plain. Forests 189: doi:10.3390/f7090189."
364, , ,Hagerman National Wildlife Refuge,HAG,MTRL,-96.7988,33.7499,"Rooney, M. and M.C. Stambaugh. 2019. Multi-scale synthesis of historical fire regimes along the southcentral U.S. prairie-forest border. Fire Ecology 15: 28"
365, , ,"Huckleberry Hollow, MOFEP Site 4",HCK,MTRL,-91.0744,37.141,"Guyette, Richard P. and Daniel C. Dey. 1997. Fire and logging history at Huckleberry Hollow,
Shannon County, Missouri. Missouri Department of Conservation, Jefferson City, Missouri.
Forest Research Report No. 1, 10 pages."
366, , ,"Hollis Canyon, Wichita Mountains",HOL,MTRL,-98.758,34.7635,"Stambaugh, M.C., J.M. Marschall, and R.P. Guyette. 2014. Linking fire history to successional changes of xeric oak woodlands. Forest Ecology and Management 320: 83-98"
367, , ,Homer Mountain,HOM,MTRL,-87.9122,46.8567,"Muzika, R.-M., R.P. Guyette, M.C. Stambaugh, and J.M. Marschall. 2015. Fire, drought, and humans in a heterogeneous Lake Superior landscape. Journal of Sustainable Forestry 34: 49-70.?ß"
368, , ,Hartshorn SF,HRH,MTRL,-91.6017,37.3516,"Guyette, R.P. 1995. A tree-ring history of wildland fire in the Current River Watershed."
369, , ,"Ichauway, Baker Woods",ICH,MTRL,-84.538,31.277,Unpublished
370, , ,Ives Run Area 2,IV2,MTRL,-77.1278,41.8542,"Marschall, J.M., M.C. Stambaugh, B.C. Jones, E.R. Abadir. In press. Spatial variability of historical fires across a red pine - oak landscape, Pennsylvania, USA. Ecosphere."
371, , ,Ives Run Area 3,IV3,MTRL,-77.162,41.8656,"Marschall, J.M., M.C. Stambaugh, B.C. Jones, E.R. Abadir. In press. Spatial variability of historical fires across a red pine - oak landscape, Pennsylvania, USA. Ecosphere."
372, , ,Ives Lake,IVL,MTRL,-87.8421,46.8534,"Muzika, R.-M., R.P. Guyette, M.C. Stambaugh, and J.M. Marschall. 2015. Fire, drought, and humans in a heterogeneous Lake Superior landscape. Journal of Sustainable Forestry 34: 49-70.?ß"
373, , ,Ives Run,IVR,MTRL,-77.1592,41.8819,"Marschall, J.M., M.C. Stambaugh, B.C. Jones, E.R. Abadir. In press. Spatial variability of historical fires across a red pine - oak landscape, Pennsylvania, USA. Ecosphere."
374, , ,Jocko River,JKO,MTRL,-79.2167,46.6017,"Dey, D.C. and R.P. Guyette. 1996. Fire history near an historic travel corridor in Ontario. Ontario Ministry of Natural Resources, Forest Research Report No. 140"
375, , ,Johns Mountain Wildlife Management Area,JMT,MTRL,-85.0676,34.5136,Unpublished
376, , ,Jerktail Mountain,JRT,MTRL,-91.3,37.2256,"Guyette, R.P. 1995. A tree-ring history of wildland fire in the Current River Watershed."
377, , ,Keystone Ancient Forest Preserve,KEY,MTRL,-96.2437,36.1835,"Clark, Stacy"
379, , ,Long Branch Hill,LBH,MTRL,-77.4409,41.5652,"Brose, P.H., R.P. Guyette, J.M. Marschall, and M.C. Stambaugh. 2015. Fire history reflects human history in the Pine Creek Gorge of north-central Pennsylvania. Natural Areas Journal 35: 214-223."
380, , ,"Land Between the Lakes, Jenny Ridge",LBL,MTRL,-88.0817,36.8045,Unpublished
381, , ,Lemm Swamp,LEM,MTRL,-86.0296,35.4219,"Stambaugh, M.C., R.P. Guyette, J.M. Marschall, and D.C. Dey. 2016. Scale dependence of oak woodland historical fire intervals: contrasting The Barrens of Tennessee and Cross Timbers of Oklahoma, USA. Fire Ecology 12(2): 65-84."
382, , ,Lazy S-B Ranch,LSB,MTRL,-95.977,37.4948,Unpublished
383, , ,Lost Creek,LST,MTRL,-107.6619,47.538,Unpublished
384, , ,"Mahans Creek, Rocky Creek State Forest",MAH,MTRL,-91.3975,37.0875,"Guyette, R.P. 1995. A tree-ring history of wildland fire in the Current River Watershed."
385, , ,Mill Creek,MCR,MTRL,-91.105,37.0458,"Guyette, R.P. 1995. A tree-ring history of wildland fire in the Current River Watershed."
386, , ,"Medley Hollow, Mark Twain National Forest",MDL,MTRL,-91.2434,37.4254,Stambaugh Guyette work with paul nelson
387, , ,MOFEP Site 6,MF6,MTRL,-91.0594,37.199, 
388, , ,"Mill Hollow, Pioneer Forest",MLH,MTRL,-91.2827,37.2513,"Guyette, R.P. 1995. A tree-ring history of wildland fire in the Current River Watershed."
389, , ,"Mill Mountain, Rocky Creek State Forest",MMT,MTRL,-91.1918,37.1237,"Guyette, R.P. 1995. A tree-ring history of wildland fire in the Current River Watershed."
390, , ,MOFEP Site 2,MO2,MTRL,-91.1217,37.1401, 
391, , ,MOFEP Site 3,MO3,MTRL,-91.095,37.1387, 
392, , ,MOFEP Site 7,MO7,MTRL,-91.1983,37.0183, 
393, , ,Moqua Barrens,MOQ,MTRL,-91.2982,46.5983,"Guyette, R.P., M.C. Stambaugh, D.C. Dey, J.M. Marschall, J. Saunders, and J. Lampereur. 2016. 350 years of fire-climate-human interactions in a Great Lakes sandy outwash plain. Forests 189: doi:10.3390/f7090189."
394, , ,Morrow Ranch,MOR,MTRL,-104.0135,36.7897,"Guyette, R.P., M.C. Stambaugh, R. Muzika and E.R. McMurry. 2006. Fire history at the southwestern Great Plains margin, Capulin Volcano National Monument. Great Plains Research 16: 161-172.?ß"
395, , ,MOFEP Site 8,NOR,MTRL,-91.18,37.006, 
397, , ,Niobrara River Breaks,NRB,MTRL,-100.0331,42.8,Unpublished
398, , ,Niobrara Valley Preserve,NVP,MTRL,-100.1056,42.7869,Unpublished
399, , ,Nye Cabin,NYE,MTRL,-90.9137,41.4425,Unpublished
400, , ,Okmulgee State Wildlife Management Area,OGM,MTRL,-96.0484,35.6527,"DeSantis, R."
401, , ,"Panther Cave Hollow, MOFEP Site 9",PCH,MTRL,-91.125,37.075,"Guyette, R.P. and M.C. Stambaugh. 2004. Fire history of Panther Cave Hollow (MOFEP 9). Pages 27-39 in SRM 2002: Proceedings of the Savanna/Woodland Symposium, (G. Hartman, S. Holst, and B. Palmer, eds). Missouri Dept. of Conservation Press, Jefferson Cit"
402, , ,"Pine Camp, Land Between the Lakes",PCP,MTRL,-87.9983,36.4949,Unpublished
403, , ,Park Hill Area 1,PK1,MTRL,-77.0493,41.8834,"Marschall, J.M., M.C. Stambaugh, B.C. Jones, E.R. Abadir. In press. Spatial variability of historical fires across a red pine - oak landscape, Pennsylvania, USA. Ecosphere."
